,ementa,tema_resposta_modelo,probabilidade_predicao,tema_correto,modelo_acertou
2624,"Altera a Lei nº 12.764, de 27 de dezembro de 2012, que “Institui a Política Nacional de Proteção dos Direitos da Pessoa com Transtorno do Espectro Autista; e altera o § 3º do art. 98 da Lei nº 8.112, de 11 de dezembro de 1990”.",Saúde,0.92,Saúde,Sim
2625,PROIBE O CONSUMO DE BEBIDAS ALCOOLICAS EM ESTADIOS DE ESPETACULOS DESPORTIVOS.,Saúde,0.495,Saúde,Sim
2626,Cria o direito à redução no tempo de serviço para aposentadoria para os doadores regulares de sangue e dá outras providências.,Trabalho e Emprego,0.77,Trabalho e Emprego,Sim
2627,"DA NOVA REDAÇÃO A ALINEA 'B' DO INCISO II DO ARTIGO QUINTO DA LEI 5890, DE 08 DE JUNHO DE 1973 (ALTERA A LEGISLAÇÃO DE PREVIDENCIA SOCIAL, E DA OUTRAS PROVIDENCIAS).",Trabalho e Emprego,0.83,Trabalho e Emprego,Sim
2628,Cria o Fundo para Reassentamento de Ocupantes de Boa-Fé retirados de terras indígenas.,Direitos Humanos e Minorias,0.67,"Agricultura, Pecuária, Pesca e Extrativismo",Não
2629,"Altera o art. 43 da Lei nº 8.213, de 24 de julho de 1991, para determinar que o segurado que tiver impedimento nas funções ou nas estruturas do corpo qualificado como irreversível será dispensado da avaliação das condições que ensejaram o afastamento ou a aposentadoria por invalidez; altera o art. 21 da Lei nº 8.742, de 7 de dezembro de 1993, para estabelecer que a pessoa com deficiência titular de benefício de prestação continuada que tiver impedimento nas funções ou nas estruturas do corpo qualificado como irreversível ficará dispensada da avaliação médico-pericial.",Trabalho e Emprego,0.5164761904761905,Trabalho e Emprego,Sim
2630,"Regulamenta o parágrafo 3º do artigo 17 da Constituição da República Federativa do Brasil , estabelecendo normas para a propaganda partidária gratuita.",Direitos Humanos e Minorias,0.78,Direitos Humanos e Minorias,Sim
2631,Determina a adequação do Plenário da Câmara dos Deputados de forma a garantir o acesso dos Parlamentares portadores de necessidades especiais às Tribunas.,Direitos Humanos e Minorias,0.72,Direito Civil e Processual Civil,Não
2632,"PERMITE AOS APOSENTADOS SACAREM SEUS CREDITOS NOS FUNDOS DE INVESTIMENTOS DO DECRETO-LEI Nº 157, DE 10 DE FEVEREIRO DE 1967.",Trabalho e Emprego,0.75,Trabalho e Emprego,Sim
2633,"Altera a Lei nº 8.213, de 24 de julho de 1991, para dispor sobre a contagem como tempo de contribuição do período em que o segurado do Regime Geral de Previdência Social esteve em gozo de seguro-desemprego, integrado a ações de qualificação profissional.",Previdência e Assistência Social,0.545,Previdência e Assistência Social,Sim
2634,"Acrescenta o inciso IV ao art. 2º da Lei nº 11.664, de 29 de abril de 2008, que ""dispõe sobre a efetivação de ações de saúde que assegurem a prevenção, a detecção, o tratamento e o seguimento dos cânceres do colo uterino e de mama, no âmbito do Sistema Único de Saúde - SUS, para que os exames de mamografia sejam realizados sem prescrição médica em mulheres entre 40 e 69 anos.",Direitos Humanos e Minorias,0.96,Direitos Humanos e Minorias,Sim
2635,Exclui o salário-maternidade do teto de benefícios previdenciários.,Direitos Humanos e Minorias,0.675,Direitos Humanos e Minorias,Sim
2636,CONCEDE AS COOPERATIVAS DE TRABALHO A PREFERENCIA NA OBTENÇÃO DE CONTRATOS PUBLICOS E DA OUTRAS PROVIDENCIAS.,Direitos Humanos e Minorias,0.47,Direitos Humanos e Minorias,Sim
2637,"DISPÕE SOBRE O FUNDO DE INVESTIMENTO EM COMMODITIES, E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.7025,Direitos Humanos e Minorias,Sim
2638,"Altera a Lei nº 10.098, de 19 de dezembro de 2000, para dispor sobre a acessibilidade de pessoas com deficiência ou com mobilidade reduzida a estabelecimentos comerciais de vestuário.",Direito Civil e Processual Civil,1.0,Direito Civil e Processual Civil,Sim
2639,Dá nova redação ao § 3º do Art. 39 da Constituição Federal.,Direitos Humanos e Minorias,0.8066666666666665,Previdência e Assistência Social,Não
2640,"Acrescenta inciso VIII no artigo 22 da Lei nº 11.340, de 7 de agosto de 2006, para dispor sobre o uso de equipamento de monitoramento eletrônico pelo agressor, como medida protetiva de urgência, para garantir a incolumidade da vítima de violência doméstica e familiar.",Direitos Humanos e Minorias,0.845,Direitos Humanos e Minorias,Sim
2641,"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para determinar que os serviços de saúde onde o parto for realizado ofereçam aos pais ou responsáveis de recém-nascidos orientações e treinamento para prevenção de morte súbita e para primeiros socorros de casos de engasgamento ou aspiração de corpo estranho.",Saúde,0.38,Saúde,Sim
2642,"ABRE UM CREDITO ESPECIAL PELO MINISTERIO DA EDUCAÇÃO, PARA ATENDER AS DESPESAS COM A REPRESENTAÇÃO DO DEPARTAMENTO NACIONAL DE SAUDE NO TERCEIRO CONGRESSO PANAMERICANO DE OFTALMOLOGIA EM HAVANA.",Direitos Humanos e Minorias,0.853125,Direitos Humanos e Minorias,Sim
2643,Dispõe sobre a oferta de absorventes higiênicos em unidades da rede de atenção primária à saúde.,Direitos Humanos e Minorias,0.875,Saúde,Não
2644,"ESTABELECE NORMAS PARA APOSENTADORIA DO FUNCIONARIO PUBLICO OU SEGURADO DA PREVIDENCIA SOCIAL, DO SEXO FEMININO QUE COMPLETAR VINTE E CINCO ANOS DE SERVIÇO OU TRINTA ANOS DE CONTRIBUIÇÃO.",Trabalho e Emprego,0.715,Direitos Humanos e Minorias,Não
2645,"Acrescenta o § 4-A, e altera o § 4º, ambos do artigo 1º, da Lei nº 9.455 de 1997.",Direitos Humanos e Minorias,0.67,Saúde,Não
2646,"DISPÕE SOBRE OS VENCIMENTOS DOS MINISTROS DO SUPERIOR TRIBUNAL DE JUSTIÇA, DOS JUIZES DOS TRIBUNAIS REGIONAIS FEDERAIS, DOS JUIZES FEDERAIS E DOS JUIZES FEDERAIS SUBSTITUTOS.",Trabalho e Emprego,0.965,Trabalho e Emprego,Sim
2647,"DISPÕE SOBRE A APOSENTADORIA ESPECIAL DO TAXISTA, E DETERMINA OUTRAS PROVIDENCIAS.",Trabalho e Emprego,0.945,Trabalho e Emprego,Sim
2648,"Dispõe sobre a forma de divulgação das atividades, bens ou serviços resultantes de projetos desportivos, paradesportivos, culturais, de produção audiovisuais e artísticas financiados com recursos públicos federais.","Arte, Cultura e Religião",0.56,"Arte, Cultura e Religião",Sim
2649,"Autoriza a realização / incursão de missões religiosas de todas as religiões fundadas em preceitos / valores como solidariedade, amor ao próximo e senso de justiça, com destaque para as Cristãs em aldeias indígenas em todo território nacional, desde que salvaguardadas premissas sanitárias (atuais protocolos da FUNAI) e a costumeira relação amistosa e contribuitiva do Povo de Deus para com os povos originários",Direitos Humanos e Minorias,0.67,Direitos Humanos e Minorias,Sim
2650,"ATRIBUI COMPETÊNCIA AOS LÍDERES DA MAIORIA E DA MINORIA, DE AMBAS AS CASAS DO CONGRESSO NACIONAL, PARA TOMAR CONHECIMENTO DE MATÉRIAS E PROVIDÊNCIAS DE CARÁTER CONFIDENCIAL E SECRETO.",Direitos Humanos e Minorias,0.825,Direitos Humanos e Minorias,Sim
2651,ALTERA A LEGISLAÇÃO DO IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA.,Trabalho e Emprego,0.86,Trabalho e Emprego,Sim
2652,"Altera o art. 30, inciso II, e o art. 31, incisos II e III, da Lei nº 9.394, de 20 de dezembro de 1996, para instituir como sistema único a jornada de educação integral nas pré-escolas, para crianças de 4 a 5 anos de idade.",Direitos Humanos e Minorias,0.4158333333333333,Educação,Não
2653,INSTITUI MEIA-ENTRADA PARA TRABALHADORES SINDICALIZADOS.,"Arte, Cultura e Religião",0.53,"Arte, Cultura e Religião",Sim
2654,DISPÕE SOBRE A RECEITA E AS PENSÕES DO INSTITUTO DE PREVIDENCIA DOS CONGRESSISTAS - IPC - E DA OUTRAS PROVIDENCIAS.,Trabalho e Emprego,0.44,Direitos Humanos e Minorias,Não
2655,CRIA O MINISTERIO PARA ASSUNTOS AMAZONICOS E DETERMINA OUTRAS PROVIDENCIAS.,Direitos Humanos e Minorias,0.91,Direitos Humanos e Minorias,Sim
2656,"É introduzida a Subseção VI na Seção III da Lei nº 7.210, de 11 de julho de 1984, com o conceito de sobrepena e suas conseqüências.",Direitos Humanos e Minorias,0.665,Direito Penal e Processual Penal,Não
2657,"DA NOVA REDAÇÃO AO ARTIGO 446 DA CONSOLIDAÇÃO DAS LEIS DO TRABALHO, APROVADA PELO DECRETO-LEI 5452, DE PRIMEIRO DE MAIO DE 1943.",Trabalho e Emprego,0.545,Direitos Humanos e Minorias,Não
2658,"Institui o Sistema de ""Parto Solidário"" no âmbito do Sistema Único de Saúde, e dá outras providências.",Direitos Humanos e Minorias,0.7775,Direitos Humanos e Minorias,Sim
2659,"INTRODUZ ALTERAÇÃO NO ARTIGO 11, DA LEI 3807, DE 26 DE AGOSTO DE 1960 - LEI ORGANICA DA PREVIDENCIA SOCIAL.",Trabalho e Emprego,0.4600000000000001,Direitos Humanos e Minorias,Não
2660,"Altera a Lei nº 9.998, de 17 de agosto de 2000, para dispor sobre a utilização do Fundo de Universalização dos Serviços de Telecomunicações (Fust) para custear a conectividade de famílias beneficiárias de programas sociais.",Direitos Humanos e Minorias,0.5825,Direitos Humanos e Minorias,Sim
2661,"Dispõe sobre a isenção de imposto de renda a aposentados e pensionistas, na condição que especifica.",Trabalho e Emprego,1.0,Trabalho e Emprego,Sim
2662,Assegura a alfabetização em braile.,Educação,0.73,Educação,Sim
2663,"Dispõe sobre a exibição obrigatória de filmes de curta duração em todos as salas de cinemas do País, que versam sobre as conseqüências do aquecimento global e a importância da defesa do meio ambiente.","Arte, Cultura e Religião",0.94,"Arte, Cultura e Religião",Sim
2664,"Altera o caput do art. 44 da Lei nº 8.213, de 24 de julho de 1991, que ""dispõe sobre os Planos de Benefícios da Previdência Social e dá outras providências"", para dispor sobre o valor da aposentadoria por invalidez.",Trabalho e Emprego,0.5444246031746033,Trabalho e Emprego,Sim
2665,Acrescenta parágrafos ao art. 129 do Código Penal.,Direitos Humanos e Minorias,0.595,Direitos Humanos e Minorias,Sim
2666,Estabelece condições para o exercício da atividade de Segurança Pública do Distrito Federal e da União.,Trabalho e Emprego,0.495,Trabalho e Emprego,Sim
2667,EXCLUI DO RENDIMENTO BRUTO AS QUANTIAS RECEBIDAS PELO EMPREGADO COMO GRATIFICAÇÃO PELA APOSENTADORIA.,Trabalho e Emprego,0.915,Trabalho e Emprego,Sim
2668,"Estabelece o saque do saldo da conta individual dos participantes do PIS/PASEP em caso de doenças grave, pagamento de mensalidade de curso superior ou amortização de financiamento ou crédito estudantil público.",Direitos Humanos e Minorias,0.3183333333333333,Saúde,Não
2669,"Dispõe sobre a aposentadoria compulsória por idade, com proventos proporcionais, nos termos do inciso II do § 1º do art. 40 da Constituição Federal.",Trabalho e Emprego,0.995,Trabalho e Emprego,Sim
2670,"Estabelece como obrigação da empresa o remanejamento ou alteração do contrato de trabalho do empregado aposentado em atividade especial, acresce parágrafo ao art. 57 da Lei nº 8.213, de 24 de julho de 1991, que dispõe sobre os Planos de Benefícios da Previdência Social e dá outras providências.",Trabalho e Emprego,0.6036111111111111,Trabalho e Emprego,Sim
2671,DA NOVA REDAÇÃO A DISPOSITIVOS DA CONSOLIDAÇÃO DAS LEIS DO TRABALHO.,Direitos Humanos e Minorias,0.795,Direitos Humanos e Minorias,Sim
2672,"Dispõe sobre a contribuição para manutenção do regime de previdência dos servidores públicos, dos militares da União e dos militares dos Estados, do Distrito Federal e dos Territórios.",Trabalho e Emprego,0.82125,Trabalho e Emprego,Sim
2673,"Altera o art. 75 da Constituição Federal, para dispor sobre o mandato dos Conselheiros dos Tribunais e Conselhos de Contas dos Estados, do Distrito Federal e dos Municípios.",Direitos Humanos e Minorias,0.695,Trabalho e Emprego,Não
2674,Dispõe sobre a prioridade da mulher que sofre violência doméstica e familiar à vaga para seus dependentes em creches e a manutenção definitiva de espaços específicos em delegacias de polícia para atendimento de mulheres que sofrem violência doméstica e familiar.,Direitos Humanos e Minorias,0.8372499999999999,Direitos Humanos e Minorias,Sim
2675,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, incluir novas possibilidades de destinação dos recursos arrecadados com multas de trânsito","Viação, Transporte e Mobilidade",0.565,Direito Civil e Processual Civil,Não
2676,Acrescenta parágrafo ao art. 92 da Constituição Federal.,Direitos Humanos e Minorias,0.93,Direitos Humanos e Minorias,Sim
2677,"Altera o Capítulo III da Constituição Federal, criando a Justiça Agrária nos termos que especifica e dá outras providências.",Direitos Humanos e Minorias,0.4853333333333334,Direitos Humanos e Minorias,Sim
2678,"Altera a Lei nº 8.313, de 23 de dezembro de 1991 - Lei Rouanet - para reconhecer a atividade circense como manifestação cultural.",Trabalho e Emprego,0.3,"Arte, Cultura e Religião",Não
2679,DISPÕE SOBRE O CONTROLE DE PREÇOS DE MEDICAMENTOS E DA OUTRAS PROVIDENCIAS.,Direitos Humanos e Minorias,0.746875,Direitos Humanos e Minorias,Sim
2680,"Projeto de lei que revoga dispositivo da Lei nº 4.595, de 1964, que dispõe sobre a Política e as Instituições Monetárias, Bancárias e Creditícias, cria o Conselho Monetário Nacional, e dá outras providências.",Direitos Humanos e Minorias,0.6858333333333334,Saúde,Não
2681,DISPÕE SOBRE A EXECUÇÃO DO PARAGRAFO QUARTO DO ARTIGO 176 DA CONSTITUIÇÃO FEDERAL E DA OUTRAS PROVIDENCIAS.,Trabalho e Emprego,0.429,Trabalho e Emprego,Sim
2682,"Suprime a prescrição de ações penais, acrescentando parágrafo ao artigo 109 do Código Penal (Parte Geral, Lei nº 7.209, de 11 de julho de 1984)",Direitos Humanos e Minorias,0.64,Direitos Humanos e Minorias,Sim
2683,"Acrescenta §3º ao art. 23 da Lei nº 8.742, de 7 de dezembro de 1993, para dispor sobre a participação de jovens em Programas de Amparo à primeira infância, aos idosos e às pessoas com deficiência.",Direitos Humanos e Minorias,0.805,Direitos Humanos e Minorias,Sim
2684,Dispõe sobre seções eleitorais especiais para deficientes físicos e idosos.,Direitos Humanos e Minorias,0.7341071428571427,Direito Civil e Processual Civil,Não
2685,"ACRESCENTA DISPOSITIVO AO DECRETO-LEI 9760, DE 05 DE SETEMBRO DE 1946, QUE DISPÕE SOBRE OS BENS IMOVEIS DA UNIÃO.",Direitos Humanos e Minorias,0.8454166666666667,Direitos Humanos e Minorias,Sim
2686,"Acrescenta §§ 4º e 5º ao art. 29 da Lei nº 12.651, de 25 de maio de 2012 (Código Florestal), para autorizar a inscrição no Cadastro Ambiental Rural (CAR), de forma individualizada, dos lotes de assentamentos de reforma agrária.","Agricultura, Pecuária, Pesca e Extrativismo",0.465,"Agricultura, Pecuária, Pesca e Extrativismo",Sim
2687,"Cria a Aposentadoria Especial para os trabalhadores expostos a agentes físicos, químicos e biológicos em nível acima da tolerância de nocividade à saúde ou de integridade física nas Empresas de Fabricação de Aparelhos ou Equipamentos Elétricos Diversos.",Trabalho e Emprego,1.0,Trabalho e Emprego,Sim
2688,"Acrescenta incisos IX e X ao art. 473 da Consolidação das Leis do Trabalho, aprovada pelo Decreto-lei nº 5.452, de 1º de maio de 1943, para dispor sobre faltas justificadas de pais para acompanhamento de consultas médicas.",Direitos Humanos e Minorias,0.965,Direitos Humanos e Minorias,Sim
2689,"AUTORIZA O PODER EXECUTIVO A ABRIR, PELO MINISTERIO DA EDUCAÇÃO E CULTURA, O CREDITO ESPECIAL DE Cr$ 1.000.000,00 EM FAVOR DA UNIÃO DOS HOMENS DE COR, SOCIEDADE BENEFICENTE SEDIADA NO DISTRITO FEDERAL.",Direitos Humanos e Minorias,0.685,Direitos Humanos e Minorias,Sim
2690,"MODIFICA DISPOSITIVOS DA LEI Nº 5.859, DE 11 DE DEZEMBRO DE 1972, QUE DISPÕE SOBRE A PROFISSÃO DE EMPREGADO DOMESTICO E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.45,Direitos Humanos e Minorias,Sim
2691,CONCEDE ABONO DE EMERGENCIA AOS APOSENTADOS E PENSIONISTAS DOS INSTITUTOS E CAIXAS DE APOSENTADORIA E PENSÕES E DA OUTRAS PROVIDENCIAS.,Trabalho e Emprego,1.0,Trabalho e Emprego,Sim
2692,CONCEDE ABONO DE EMERGENCIA AOS APOSENTADOS E PENSIONISTAS DOS INSTITUTOS E CAIXAS DE APOSENTADORIA E PENSÕES E DA OUTRAS PROVIDENCIAS.,Trabalho e Emprego,1.0,Trabalho e Emprego,Sim
2693,CONCEDE ABONO DE EMERGENCIA AOS APOSENTADOS E PENSIONISTAS DOS INSTITUTOS E CAIXAS DE APOSENTADORIA E PENSÕES E DA OUTRAS PROVIDENCIAS.,Trabalho e Emprego,1.0,Trabalho e Emprego,Sim
2694,CONCEDE ABONO DE EMERGENCIA AOS APOSENTADOS E PENSIONISTAS DOS INSTITUTOS E CAIXAS DE APOSENTADORIA E PENSÕES E DA OUTRAS PROVIDENCIAS.,Trabalho e Emprego,1.0,Trabalho e Emprego,Sim
2695,"ACRESCENTA DISPOSITIVO AO ARTIGO QUARTO DA LEI 6226, DE 14 DE JULHO DE 1975 (DISPÕE SOBRE A CONTAGEM RECIPROCA DE TEMPO DE SERVIÇO PUBLICO FEDERAL E DE ATIVIDADE PRIVADA, PARA EFEITO DE APOSENTADORIA).",Trabalho e Emprego,0.995,Trabalho e Emprego,Sim
2696,"Altera o art. 3º da Lei Complementar nº 111, de 6 de julho de 2001, que ""Dispõe sobre o Fundo de Combate e Erradicação da Pobreza, na forma prevista nos artigos 79, 80 e 81 do Ato das Disposições Constitucionais Transitórias, e dá outras providências"".",Direitos Humanos e Minorias,0.48,Direitos Humanos e Minorias,Sim
2697,"Altera a Lei nº 9.506, de 30 de outubro de 1997, para impedir a aposentadoria, pelo Plano de Seguridade Social dos Congressistas, de parlamentar que tenha perdido o mandato de acordo com o art. 55 da Constituição Federal por ato ou omissão ilícitos relacionados a recursos públicos.",Direitos Humanos e Minorias,0.59,Direitos Humanos e Minorias,Sim
2698,"Dispõe sobre as normas para fins de contratação, convênio ou parceria do Poder Público com as Organizações Não-Governamentaiss - ONGs.",Direitos Humanos e Minorias,0.77,Direitos Humanos e Minorias,Sim
2699,"Institui o sistema de bolsa de estudo para integrantes das carreiras policiais federais, policiais civis, policiais militares, dos corpos de bombeiros, militares e das Forças Armadas.",Trabalho e Emprego,0.775,Direitos Humanos e Minorias,Não
2700,"Altera a Lei nº 10.826, de 22 de dezembro de 2003, concedendo o porte de armas de fogo  aos Oficiais de Justiça, aos Fiscais do Ibama e Fiscais do Trabalho.",Direito Penal e Processual Penal,0.995,Direito Penal e Processual Penal,Sim
2701,"Altera a redação do artigo 44 da Lei nº 9.096, de 19 de setembro de 1995 - Lei dos partidos políticos.",Direitos Humanos e Minorias,0.87,Direitos Humanos e Minorias,Sim
2702,SUBMETE A APLICAÇÃO DOS INDICES DE CORREÇÃO MONETARIA E SALARIAL AO EXAME DO CONGRESSO NACIONAL.,Direitos Humanos e Minorias,0.955,Trabalho e Emprego,Não
2703,"Altera a Lei nº 9.394, de 20 de dezembro de 1996 (Lei de diretrizes e bases da educação nacional), para dispor sobre a avaliação na educação indígena.",Direitos Humanos e Minorias,0.81,Direitos Humanos e Minorias,Sim
2704,"INCLUI NO PLANO NACIONAL DE VIAÇÃO, APROVADO PELA LEI Nº 5.917, DE 10 DE SETEMBRO DE 1973, A INTERLIGAÇÃO DA BACIA QUE MENCIONA.",Direitos Humanos e Minorias,0.97,Direitos Humanos e Minorias,Sim
2705,"Define como crime a prática de atos resultantes de preconceitos de origem, raça, sexo, cor, idade ou quaisquer formas de discriminação, e dá outras providências.",Direitos Humanos e Minorias,0.84,Direitos Humanos e Minorias,Sim
2706,ESTABELECE O SALARIO-MINIMO PROFISSIONAL DOS CONTABILISTAS E DA OUTRAS PROVIDENCIAS.,Trabalho e Emprego,0.7727272727272728,Trabalho e Emprego,Sim
2707,REVIGORA O VALOR MONETARIO DO AUXILIO-NATALIDADE COM BASE NO SALARIO-MINIMO.,Cidades e Desenvolvimento Urbano,0.68,Cidades e Desenvolvimento Urbano,Sim
2708,"Acrescenta dispositivos ao Código de Trânsito Brasileiro, para dispor sobre a identificação dos veículos de usuários especiais, e dá outras providências.",Direitos Humanos e Minorias,0.395,Direito Civil e Processual Civil,Não
2709,DISPÕE SOBRE O CODIGO CIVIL.,Direitos Humanos e Minorias,0.9366666666666668,Direitos Humanos e Minorias,Sim
2710,"ACRESCENTA PARAGRAFO UNICO AO ARTIGO SEXTO DA LEI 6260, DE 06 DE NOVEMBRO DE 1975, QUE INSTITUI BENEFICIOS DE PREVIDENCIA E ASSISTENCIA SOCIAL EM FAVOR DOS EMPREGADOS RURAIS E SEUS DEPENDENTES, E DA OUTRAS PROVIDENCIAS.",Trabalho e Emprego,0.365,Trabalho e Emprego,Sim
2711,"Altera a Lei nº 14.124, de 10 de março de 2021, para determinar a priorização dos grupos de que trata na vacinação contra a Covid-19.",Direitos Humanos e Minorias,0.91,Saúde,Não
2712,Concede aposentadoria especial aos 25 anos de serviço para auxiliares de enfermagem e atendentes de enfermagem.,Trabalho e Emprego,0.985,Trabalho e Emprego,Sim
2713,Dispõe sobre os benefícios do programa de assistência ao trabalhador rural.,Direitos Humanos e Minorias,0.4383333333333333,Direitos Humanos e Minorias,Sim
2714,DISPÕE SOBRE A EMISSÃO DE TITULOS DA DIVIDA PUBLICA E DETERMINA OUTRAS PROVIDENCIAS.,Direitos Humanos e Minorias,0.88,Direitos Humanos e Minorias,Sim
2715,"ASSEGURA A SERVIDOR PUBLICO FEDERAL OU AUTARQUICO OCUPANTES DE IMOVEL NO DISTRITO FEDERAL, DE PROPRIEDADE DA CODEBRAS, INPS, CAIXA ECONOMICA FEDERAL, E AUTARQUIAS FEDERAIS OU SOCIEDADES DE ECONOMIA MISTA, O DIREITO DE ADQUIRI-LO EM CASO DE APOSENTADORIA OU DISPONIBILIDADE E DA OUTRAS PROVIDENCIAS .",Trabalho e Emprego,0.715,Trabalho e Emprego,Sim
2716,"Cria o Programa de Ações Afirmativas na Câmara dos Deputados, visando reduzir as desigualdades étnicas raciais.",Direitos Humanos e Minorias,0.905,Direitos Humanos e Minorias,Sim
2717,"APROVA A CONVENÇÃO INTERNACIONAL SOBRE A ELIMINAÇÃO DE TODAS AS FORMAS DE DISCRIMINAÇÃO RACIAL, ADOTADA PELA RESOLUÇÃO 2.106 (XX) DA ASSEMBLÉIA GERAL DAS NAÇÕES UNIDAS, DE 21 DE DEZEMBRO DE 1965.",Direitos Humanos e Minorias,0.65,Direitos Humanos e Minorias,Sim
2718,"Assegurar o ingresso de pessoas com deficiência o acesso de cão-de-assistência nos serviços de transporte público, metroviário, transporte remunerado privado e de táxi, e ainda o acesso a todos os locais públicos e privados e dá outras providências.",Direitos Humanos e Minorias,0.51,Saúde,Não
2719,ACRESCENTA PARAGRAFO QUINTO AO ARTIGO 182 DA CONSTITUIÇÃO FEDERAL.,Direitos Humanos e Minorias,0.49,"Agricultura, Pecuária, Pesca e Extrativismo",Não
2720,"DISPÕE SOBRE A COMPOSIÇÃO DOS ORGÃOS DE DIREÇÃO, FISCALIZAÇÃO E DELIBERAÇÃO DAS EMPRESAS ESTATAIS.",Direitos Humanos e Minorias,0.805,Direitos Humanos e Minorias,Sim
2721,"Altera a redação da Lei nº 7.716, de 5 de janeiro de 1989 e da Lei nº 13.260, de 16 de março de 2016, para criminalizar a apologia ao comunismo.",Direitos Humanos e Minorias,0.645,Direitos Humanos e Minorias,Sim
2722,"Altera o art. 14 da Lei nº 11.947, de 16 de junho de 2009",Direitos Humanos e Minorias,0.5345833333333334,"Agricultura, Pecuária, Pesca e Extrativismo",Não
2723,DISPÕE SOBRE ATENDIMENTO BANCARIO A APOSENTADOS.,Trabalho e Emprego,0.955,Trabalho e Emprego,Sim
2724,Incluir o Banco do Nordeste do Brasil S.A e o Banco Cooperativo do Brasil S.A dentre os agentes financeiros do FUNCAFÉ - Fundo de Defesa da Economia Cafeeira.,Direitos Humanos e Minorias,0.425,Direitos Humanos e Minorias,Sim
2725,Tipifica a violência psicológica.,Direitos Humanos e Minorias,0.6208333333333333,Direitos Humanos e Minorias,Sim
2726,"Dispõe sobre a obrigatoriedade de aulas de primeiros socorros a cada ano para monitores, assistentes sociais e demais pessoas que prestem serviços em creches, orfanatos e asilos de todo o território nacional.",Direitos Humanos e Minorias,0.9225,Direitos Humanos e Minorias,Sim
2727,"ISENTA DO IMPOSTO DE RENDA PROVENTOS DE APOSENTADORIA (ARTIGO 153, PARAGRAFO SEGUNDO, INCISO II, DA CONSTITUIÇÃO FEDERAL).",Trabalho e Emprego,0.995,Trabalho e Emprego,Sim
2728,"Altera os arts. 88, 90, 91, 112, 118 e 121 da Lei nº 8.069, de 13 de julho de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente, para dispor sobre regimes de atendimento.",Direitos Humanos e Minorias,0.5508333333333334,Direitos Humanos e Minorias,Sim
2729,"Estabelece a isenção de tarifas bancárias para os aposentados, pensionistas, inativos e beneficiários de prestação continuada, referente à conta destinada ao recebimento do benefício, com provimento de até dois salários mínimos.",Trabalho e Emprego,0.905,Trabalho e Emprego,Sim
2730,"TORNA SEM EFEITO A APLICAÇÃO DA LEI 1162, DE 22 DE JULHO DE 1950, QUE ESTABELECE NORMAS PARA A APOSENTADORIA E PENSÕES DOS SERVIDORES DAS AUTARQUIAS PERTENCENTES AO PATRIMONIO DA UNIÃO, AS CAIXAS ECONOMICAS FEDERAIS, AO CONSELHO SUPERIOR DAS CAIXAS ECONOMICAS FEDERAIS E AOS SERVIDORES DESSAS INSTITUIÇÕES.",Trabalho e Emprego,0.9,Trabalho e Emprego,Sim
2731,"Modifica a redação do artigo 3º do Decreto Legislativo nº 07, de 1995.",Direitos Humanos e Minorias,0.725,Direitos Humanos e Minorias,Sim
2732,"EQUIPARA O TEMPO DE SERVIÇO DE EMPRESA PRIVADA AO DO SERVIÇO PUBLICO, PARA EFEITO DE ADICIONAL.",Trabalho e Emprego,0.8625,Trabalho e Emprego,Sim
2733,"Altera a Lei 7.998, de 11 de janeiro de 1990 para o Conselho Deliberativo do Fundo de Amparo ao Trabalhador – CODEFAT proceder devolução de recursos indevidamente recolhidos à Conta Especial Emprego e Salário – CEES",Previdência e Assistência Social,0.455,Previdência e Assistência Social,Sim
2734,"Altera os arts. 240 e 241 da Lei nº 8.069, de 13 de julho de 1990 - Estatuto da Criança e do Adolescente.","Arte, Cultura e Religião",0.5025,"Arte, Cultura e Religião",Sim
2735,"Institui o Sistema Nacional sobre Pessoas Desaparecidas, altera a Lei n.º 4.898, de 9 de dezembro de 1965, e dá outras providências.",Direitos Humanos e Minorias,0.6557261904761904,Direitos Humanos e Minorias,Sim
2736,Dispõe sobre a criação do Programa Bolsa Natureza e dá outras providências.,Direitos Humanos e Minorias,0.815,Direitos Humanos e Minorias,Sim
2737,INSTITUI O SEGURO-DESEMPREGO E DA OUTRAS PROVIDENCIAS.,Previdência e Assistência Social,0.4576666666666667,Trabalho e Emprego,Não
2738,"AUTORIZA O PODER EXECUTIVO A ABRIR PELO MINISTERIO DA SAUDE, O CREDITO ESPECIAL DE Cr$ 900.000,00 PARA AUXILIAR A PUBLICAÇÃO DOS ANAIS DOS SEXTO E SETIMO CONGRESSOS NACIONAIS DE TUBERCULOSE.",Direitos Humanos e Minorias,0.92,Direitos Humanos e Minorias,Sim
2739,"Altera o art. 47 da Lei nº 8.171, de 17 de janeiro de 1991, que dispõe sobre política agrícola.",Direitos Humanos e Minorias,0.465,"Agricultura, Pecuária, Pesca e Extrativismo",Não
